"","HHID","PIDLINK","mudah.bergaul","kesehatan","status.ekonomi","ketaatan","jenis.kelamin","usia","status.perkawinan","pekerjaan","pendidikan","daerah","use.internet","partisipasi.masy"
"24555","2641631","264160008","Sangat Mudah Bergaul","Sehat","Sedang","Taat","Laki-laki",19,"Belum Kawin","Ya","Perguruan Tinggi","Kota","Menggunakan Internet","Ya"
"24572","2641800","264180010","Sangat Mudah Bergaul","Sehat","Sedang","Agak taat","Perempuan",19,"Belum Kawin","Ya","Perguruan Tinggi","Kota","Menggunakan Internet","Ya"
"24606","2651300","265130003","Sangat Mudah Bergaul","Sehat","Sedang","Taat","Perempuan",20,"Belum Kawin","Ya","Perguruan Tinggi","Kota","Menggunakan Internet","Tidak"
"24619","2660242","266020004","Sangat Mudah Bergaul","Sehat","Sedang","Taat","Perempuan",24,"Kawin","Ya","SMA/Sederajat","Kota","Tidak Menggunakan Internet","Tidak"
"24626","2660341","266030004","Sangat Mudah Bergaul","Sehat","Sedang","Taat","Perempuan",17,"Belum Kawin","Ya","SMA/Sederajat","Kota","Menggunakan Internet","Tidak"
"24627","2660300","266030005","Sangat Mudah Bergaul","Sehat","Sedang","Agak taat","Perempuan",25,"Kawin","Tidak","Di bawah SMA","Kota","Tidak Menggunakan Internet","Tidak"
"24629","2660441","266040003","Sangat Mudah Bergaul","Sehat","Tinggi","Taat","Perempuan",24,"Kawin","Tidak","SMA/Sederajat","Kota","Menggunakan Internet","Tidak"
"24630","2660451","266040004","Sangat Mudah Bergaul","Sehat","Sedang","Taat","Perempuan",21,"Kawin","Ya","SMA/Sederajat","Kota","Menggunakan Internet","Tidak"
"24643","2660931","266090003","Sangat Mudah Bergaul","Sehat","Sedang","Taat","Perempuan",27,"Kawin","Ya","Perguruan Tinggi","Kota","Menggunakan Internet","Tidak"
"24645","2660900","266090006","Sangat Mudah Bergaul","Sehat","Sedang","Sangat taat","Perempuan",24,"Kawin","Ya","Perguruan Tinggi","Desa","Menggunakan Internet","Tidak"
"24649","2660931","266093102","Sangat Mudah Bergaul","Sangat Sehat","Sedang","Sangat taat","Laki-laki",30,"Kawin","Ya","Perguruan Tinggi","Kota","Tidak Menggunakan Internet","Tidak"
"24651","2661000","266100003","Sangat Mudah Bergaul","Sangat Sehat","Sedang","Sangat taat","Laki-laki",20,"Belum Kawin","Ya","SMA/Sederajat","Kota","Menggunakan Internet","Ya"
"24661","2661452","266140004","Sangat Mudah Bergaul","Sangat Sehat","Sedang","Agak taat","Laki-laki",28,"Kawin","Ya","Perguruan Tinggi","Kota","Menggunakan Internet","Tidak"
"24662","2661441","266140005","Sangat Mudah Bergaul","Sehat","Sedang","Taat","Perempuan",24,"Kawin","Ya","SMA/Sederajat","Kota","Tidak Menggunakan Internet","Tidak"
"24663","2661451","266140006","Sangat Mudah Bergaul","Tidak Sehat","Sedang","Taat","Laki-laki",30,"Kawin","Ya","SMA/Sederajat","Kota","Menggunakan Internet","Tidak"
"24678","2661753","266170006","Sangat Mudah Bergaul","Sehat","Sedang","Sangat taat","Laki-laki",28,"Kawin","Ya","SMA/Sederajat","Kota","Tidak Menggunakan Internet","Tidak"
"24679","2661751","266170007","Mudah Bergaul","Sehat","Sedang","Taat","Perempuan",30,"Kawin","Tidak","SMA/Sederajat","Kota","Tidak Menggunakan Internet","Tidak"
"24692","2670151","267010006","Sangat Mudah Bergaul","Sehat","Sedang","Taat","Perempuan",24,"Kawin","Tidak","SMA/Sederajat","Desa","Tidak Menggunakan Internet","Tidak"
"24704","2670511","267050005","Sangat Mudah Bergaul","Sangat Sehat","Sedang","Taat","Perempuan",27,"Kawin","Ya","SMA/Sederajat","Kota","Tidak Menggunakan Internet","Tidak"
"24705","2670500","267050006","Sangat Mudah Bergaul","Sangat Sehat","Sedang","Taat","Perempuan",23,"Kawin","Ya","SMA/Sederajat","Kota","Tidak Menggunakan Internet","Tidak"
"24715","2671051","267100005","Sangat Mudah Bergaul","Sehat","Sedang","Taat","Perempuan",29,"Kawin","Tidak","SMA/Sederajat","Kota","Menggunakan Internet","Tidak"
"24719","2671141","267110005","Sangat Mudah Bergaul","Sangat Sehat","Sedang","Taat","Perempuan",30,"Kawin","Ya","SMA/Sederajat","Kota","Tidak Menggunakan Internet","Tidak"
"24723","2671141","267114101","Sangat Mudah Bergaul","Sangat Sehat","Sedang","Sangat taat","Laki-laki",26,"Kawin","Ya","Di bawah SMA","Kota","Tidak Menggunakan Internet","Tidak"
"24727","2671332","267130004","Sangat Mudah Bergaul","Sehat","Sedang","Sangat taat","Perempuan",30,"Kawin","Ya","SMA/Sederajat","Kota","Tidak Menggunakan Internet","Tidak"
"24730","2671332","267133201","Sangat Mudah Bergaul","Sehat","Sedang","Taat","Laki-laki",29,"Kawin","Ya","SMA/Sederajat","Kota","Menggunakan Internet","Tidak"
"24743","2671800","267180004","Sangat Mudah Bergaul","Sehat","Sedang","Taat","Perempuan",18,"Belum Kawin","Ya","Perguruan Tinggi","Kota","Menggunakan Internet","Tidak"
"24754","2680100","268010005","Sangat Mudah Bergaul","Sehat","Sedang","Taat","Laki-laki",18,"Kawin","Ya","Perguruan Tinggi","Desa","Menggunakan Internet","Tidak"
"24760","2680251","268020003","Sangat Mudah Bergaul","Sangat Sehat","Sedang","Sangat taat","Perempuan",17,"Kawin","Tidak","Perguruan Tinggi","Desa","Tidak Menggunakan Internet","Tidak"
"24764","2680300","268030004","Sangat Mudah Bergaul","Sehat","Sedang","Taat","Laki-laki",25,"Kawin","Ya","SMA/Sederajat","Desa","Tidak Menggunakan Internet","Tidak"
"24765","2680300","268030007","Sangat Mudah Bergaul","Sehat","Rendah","Taat","Perempuan",24,"Kawin","Ya","Perguruan Tinggi","Desa","Tidak Menggunakan Internet","Tidak"
"24767","2680400","268040003","Sangat Mudah Bergaul","Sehat","Sedang","Sangat taat","Laki-laki",27,"Belum Kawin","Ya","Perguruan Tinggi","Desa","Tidak Menggunakan Internet","Ya"
"24776","2680600","268060004","Sangat Mudah Bergaul","Sehat","Sedang","Taat","Laki-laki",30,"Kawin","Ya","SMA/Sederajat","Desa","Tidak Menggunakan Internet","Tidak"
"24778","2680600","268060006","Sangat Mudah Bergaul","Sehat","Sedang","Taat","Perempuan",24,"Kawin","Tidak","Perguruan Tinggi","Desa","Tidak Menggunakan Internet","Tidak"
"24782","2680951","268090003","Sangat Mudah Bergaul","Sehat","Sedang","Taat","Laki-laki",24,"Kawin","Ya","SMA/Sederajat","Desa","Tidak Menggunakan Internet","Tidak"
"24783","2680952","268090004","Sangat Mudah Bergaul","Sangat Sehat","Rendah","Taat","Perempuan",22,"Kawin","Tidak","Di bawah SMA","Desa","Tidak Menggunakan Internet","Tidak"
"24784","2681200","268090005","Sangat Mudah Bergaul","Sehat","Sedang","Sangat taat","Laki-laki",19,"Belum Kawin","Ya","SMA/Sederajat","Desa","Menggunakan Internet","Tidak"
"24789","2681051","268100004","Sangat Mudah Bergaul","Sehat","Rendah","Sangat taat","Laki-laki",23,"Kawin","Ya","Di bawah SMA","Desa","Tidak Menggunakan Internet","Tidak"
"24790","2681051","268100006","Mudah Bergaul","Sehat","Rendah","Sangat taat","Perempuan",23,"Kawin","Tidak","Di bawah SMA","Desa","Tidak Menggunakan Internet","Tidak"
"24792","2681031","268103104","Sangat Mudah Bergaul","Sehat","Rendah","Sangat taat","Laki-laki",30,"Kawin","Ya","SMA/Sederajat","Desa","Tidak Menggunakan Internet","Tidak"
"24795","2682500","268120003","Sangat Mudah Bergaul","Sangat Sehat","Sedang","Taat","Perempuan",18,"Kawin","Tidak","Perguruan Tinggi","Desa","Menggunakan Internet","Tidak"
"24797","2681500","268150003","Sangat Mudah Bergaul","Sehat","Rendah","Sangat taat","Laki-laki",18,"Belum Kawin","Ya","Di bawah SMA","Desa","Tidak Menggunakan Internet","Ya"
"24807","2681900","268190003","Sangat Mudah Bergaul","Sangat Sehat","Sedang","Sangat taat","Laki-laki",18,"Belum Kawin","Ya","Perguruan Tinggi","Desa","Menggunakan Internet","Ya"
"24811","2682000","268200003","Sangat Mudah Bergaul","Sehat","Tinggi","Sangat taat","Laki-laki",16,"Belum Kawin","Tidak","Perguruan Tinggi","Desa","Menggunakan Internet","Ya"
"24816","2682200","268220003","Sangat Mudah Bergaul","Sehat","Rendah","Taat","Laki-laki",27,"Belum Kawin","Ya","Di bawah SMA","Desa","Tidak Menggunakan Internet","Ya"
"24817","2682200","268220004","Sangat Mudah Bergaul","Sehat","Rendah","Sangat taat","Laki-laki",25,"Kawin","Ya","Di bawah SMA","Desa","Tidak Menggunakan Internet","Tidak"
"24819","2682200","268220006","Sangat Mudah Bergaul","Sehat","Rendah","Taat","Laki-laki",20,"Belum Kawin","Ya","Di bawah SMA","Desa","Tidak Menggunakan Internet","Ya"
"24820","2682200","268220008","Sangat Mudah Bergaul","Sehat","Rendah","Sangat taat","Laki-laki",22,"Belum Kawin","Ya","Di bawah SMA","Desa","Menggunakan Internet","Ya"
"24826","2682541","268250003","Sangat Mudah Bergaul","Sehat","Sedang","Sangat taat","Laki-laki",23,"Kawin","Ya","Perguruan Tinggi","Desa","Menggunakan Internet","Tidak"
"24827","2682500","268250004","Sangat Mudah Bergaul","Sehat","Sedang","Taat","Laki-laki",20,"Kawin","Ya","Perguruan Tinggi","Desa","Menggunakan Internet","Tidak"
"24833","2682751","268270003","Sangat Mudah Bergaul","Sangat Sehat","Rendah","Sangat taat","Perempuan",21,"Kawin","Ya","Di bawah SMA","Desa","Tidak Menggunakan Internet","Tidak"
"24834","2682700","268270004","Sangat Mudah Bergaul","Sehat","Sedang","Taat","Laki-laki",20,"Belum Kawin","Ya","SMA/Sederajat","Desa","Menggunakan Internet","Ya"
"24838","2682800","268280003","Sangat Mudah Bergaul","Sehat","Rendah","Taat","Perempuan",19,"Kawin","Tidak","Perguruan Tinggi","Desa","Tidak Menggunakan Internet","Tidak"
"24839","2682800","268280004","Mudah Bergaul","Sehat","Sedang","Agak taat","Laki-laki",16,"Belum Kawin","Ya","Perguruan Tinggi","Desa","Tidak Menggunakan Internet","Ya"
"24844","2684100","268410004","Tidak Mudah Bergaul","Sehat","Rendah","Sangat taat","Perempuan",28,"Kawin","Ya","Di bawah SMA","Desa","Tidak Menggunakan Internet","Tidak"
"24848","2684242","268420004","Sangat Mudah Bergaul","Sehat","Sedang","Taat","Perempuan",23,"Kawin","Tidak","SMA/Sederajat","Desa","Tidak Menggunakan Internet","Tidak"
"24849","2684251","268420005","Sangat Mudah Bergaul","Sehat","Sedang","Taat","Laki-laki",21,"Kawin","Ya","SMA/Sederajat","Kota","Menggunakan Internet","Tidak"
"24854","2684242","268424201","Sangat Mudah Bergaul","Kurang Sehat","Sedang","Sangat taat","Laki-laki",28,"Kawin","Ya","SMA/Sederajat","Desa","Menggunakan Internet","Tidak"
"24866","2690300","269030004","Sangat Mudah Bergaul","Sangat Sehat","Sedang","Sangat taat","Perempuan",30,"Kawin","Ya","Perguruan Tinggi","Kota","Tidak Menggunakan Internet","Tidak"
"24872","2690641","269060004","Sangat Mudah Bergaul","Sehat","Sedang","Taat","Perempuan",28,"Kawin","Ya","SMA/Sederajat","Kota","Tidak Menggunakan Internet","Tidak"
"24875","2690900","269090003","Sangat Mudah Bergaul","Sehat","Sedang","Taat","Laki-laki",18,"Kawin","Ya","Perguruan Tinggi","Kota","Menggunakan Internet","Tidak"
"24885","2691251","269120004","Sangat Mudah Bergaul","Sehat","Sedang","Taat","Perempuan",20,"Kawin","Ya","Perguruan Tinggi","Kota","Menggunakan Internet","Tidak"
"24893","2691441","269140007","Sangat Mudah Bergaul","Sehat","Sedang","Taat","Perempuan",30,"Kawin","Ya","Di bawah SMA","Desa","Tidak Menggunakan Internet","Tidak"
"24903","2691500","269150005","Sangat Mudah Bergaul","Sehat","Sedang","Taat","Perempuan",23,"Kawin","Ya","SMA/Sederajat","Kota","Menggunakan Internet","Tidak"
"24915","2692051","269200003","Sangat Mudah Bergaul","Sehat","Sedang","Taat","Laki-laki",25,"Kawin","Ya","SMA/Sederajat","Kota","Menggunakan Internet","Ya"
"24916","2692000","269200004","Sangat Mudah Bergaul","Sehat","Sedang","Taat","Laki-laki",23,"Kawin","Ya","SMA/Sederajat","Kota","Menggunakan Internet","Tidak"
"24921","2692142","269210004","Sangat Mudah Bergaul","Sehat","Rendah","Taat","Perempuan",25,"Kawin","Tidak","SMA/Sederajat","Kota","Tidak Menggunakan Internet","Tidak"
"24923","2692142","269214204","Sangat Mudah Bergaul","Sangat Sehat","Sedang","Sangat taat","Laki-laki",28,"Kawin","Ya","SMA/Sederajat","Kota","Tidak Menggunakan Internet","Tidak"
"24931","2692400","269240003","Mudah Bergaul","Sehat","Rendah","Agak taat","Laki-laki",21,"Kawin","Ya","SMA/Sederajat","Kota","Menggunakan Internet","Tidak"
"24942","2692941","269294101","Sangat Mudah Bergaul","Sehat","Sedang","Sangat taat","Laki-laki",27,"Kawin","Ya","SMA/Sederajat","Kota","Tidak Menggunakan Internet","Tidak"
"24947","2694151","269410003","Sangat Mudah Bergaul","Sehat","Sedang","Taat","Perempuan",30,"Kawin","Tidak","SMA/Sederajat","Kota","Tidak Menggunakan Internet","Tidak"
"24954","2700251","270020003","Sangat Mudah Bergaul","Sehat","Sedang","Taat","Perempuan",25,"Kawin","Ya","Perguruan Tinggi","Kota","Menggunakan Internet","Tidak"
"24967","2700431","270043102","Sangat Mudah Bergaul","Sehat","Rendah","Sangat taat","Perempuan",30,"Kawin","Ya","SMA/Sederajat","Kota","Tidak Menggunakan Internet","Tidak"
"24977","2700542","270050007","Sangat Mudah Bergaul","Sehat","Rendah","Taat","Perempuan",30,"Kawin","Tidak","Di bawah SMA","Desa","Tidak Menggunakan Internet","Tidak"
"24986","2700600","270060003","Sangat Mudah Bergaul","Sehat","Sedang","Agak taat","Laki-laki",23,"Kawin","Ya","Perguruan Tinggi","Kota","Menggunakan Internet","Tidak"
"24991","2700800","270080004","Sangat Mudah Bergaul","Sehat","Sedang","Taat","Laki-laki",30,"Kawin","Ya","SMA/Sederajat","Kota","Tidak Menggunakan Internet","Tidak"
"24992","2700841","270080005","Sangat Mudah Bergaul","Sehat","Sedang","Taat","Perempuan",28,"Kawin","Ya","SMA/Sederajat","Desa","Tidak Menggunakan Internet","Tidak"
"25004","2701131","270110008","Sangat Mudah Bergaul","Sangat Sehat","Rendah","Taat","Perempuan",17,"Belum Kawin","Ya","Perguruan Tinggi","Kota","Menggunakan Internet","Ya"
"25012","2701200","270120003","Sangat Mudah Bergaul","Sehat","Sedang","Taat","Laki-laki",20,"Belum Kawin","Ya","SMA/Sederajat","Kota","Menggunakan Internet","Ya"
"25013","2701200","270120004","Sangat Mudah Bergaul","Sehat","Sedang","Taat","Laki-laki",18,"Kawin","Ya","SMA/Sederajat","Kota","Tidak Menggunakan Internet","Ya"
"25021","2701451","270140003","Sangat Mudah Bergaul","Sehat","Sedang","Taat","Perempuan",28,"Kawin","Ya","Perguruan Tinggi","Kota","Tidak Menggunakan Internet","Tidak"
"25026","2701551","270150004","Sangat Mudah Bergaul","Sehat","Sedang","Taat","Perempuan",23,"Kawin","Tidak","SMA/Sederajat","Kota","Tidak Menggunakan Internet","Tidak"
"25035","2701851","270180004","Sangat Mudah Bergaul","Sehat","Sedang","Agak taat","Perempuan",28,"Kawin","Tidak","Perguruan Tinggi","Kota","Menggunakan Internet","Tidak"
"25044","2702000","270200003","Sangat Mudah Bergaul","Sehat","Sedang","Sangat taat","Laki-laki",26,"Kawin","Ya","Perguruan Tinggi","Kota","Menggunakan Internet","Tidak"
